keynum,methodName,methodOfClass,projectName,SIZE,LCOM1,LCOM2,LCOM4,COH,CC,DR,NOAV,WMA,code
3660,updateStatus(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\hls\HlsDownloader.java,xdm,50,1066,907,7,0.0618,0.0458,0.4,20,16,"private void updateStatus(){
  try {
    long now=System.currentTimeMillis();
    if (this.eta == null) {
      this.eta=""---"";
    }
    if (converting) {
      progress=this.convertPrg;
    }
 else     if (assembling) {
      long len=length > 0 ? length : downloaded;
      progress=(int)((totalAssembled * 100) / len);
    }
 else {
      long downloaded2=0;
      int processedSegments=0;
      int partPrg=0;
      downloadSpeed=0;
      for (int i=0; i < chunks.size(); i++) {
        Segment s=chunks.get(i);
        downloaded2+=s.getDownloaded();
        downloadSpeed+=s.getTransferRate();
        if (s.isFinished()) {
          processedSegments++;
        }
 else         if (s.getDownloaded() > 0 && s.getLength() > 0) {
          int prg2=(int)((s.getDownloaded() * 100) / s.getLength());
          partPrg+=prg2;
        }
      }
      this.downloaded=downloaded2;
      if (chunks.size() > 0) {
        progress=(int)((processedSegments * 100) / chunks.size());
        progress+=(partPrg / chunks.size());
        if (segDet == null) {
          segDet=new SegmentDetails();
          if (segDet.getCapacity() < chunks.size()) {
            segDet.extend(chunks.size() - segDet.getCapacity());
          }
          segDet.setChunkCount(chunks.size());
        }
        SegmentInfo info=segDet.getChunkUpdates().get(0);
        info.setDownloaded(progress);
        info.setLength(100);
        info.setStart(0);
        long diff=downloaded - lastDownloaded;
        long timeSpend=now - prevTime;
        if (timeSpend > 0) {
          float rate=((float)diff / timeSpend) * 1000;
          if (rate > downloadSpeed) {
            downloadSpeed=rate;
          }
          int prgDiff=progress - lastProgress;
          if (prgDiff > 0) {
            long eta=(timeSpend * (100 - progress) / 1000 * prgDiff);
            lastProgress=progress;
            this.eta=FormatUtilities.hms((int)eta);
          }
          prevTime=now;
          lastDownloaded=downloaded;
        }
      }
    }
    listener.downloadUpdated(id);
  }
 catch (  Exception e) {
    Logger.log(e);
  }
}
"
3661,stop(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\hls\HlsDownloader.java,xdm,10,42,39,7,0.1571,0.0476,1,3,3,"@Override public void stop(){
  stopFlag=true;
  saveState();
  for (int i=0; i < chunks.size(); i++) {
    chunks.get(i).stop();
  }
  if (this.ffmpeg != null) {
    this.ffmpeg.stop();
  }
  listener.downloadStopped(id);
  listener=null;
}
"
3662,resume(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\hls\HlsDownloader.java,xdm,19,160,149,13,0.0766,0.0567,1,7,4,"@Override public void resume(){
  try {
    stopFlag=false;
    Logger.log(""Resuming"");
    if (!restoreState()) {
      Logger.log(""Starting from beginning"");
      start();
      return;
    }
    Logger.log(""Restore success"");
    this.lastDownloaded=downloaded;
    this.lastProgress=this.progress;
    this.prevTime=System.currentTimeMillis();
    if (allFinished()) {
      assembleAsync();
    }
 else {
      Logger.log(""Starting"");
      start();
    }
  }
 catch (  Exception e) {
    Logger.log(e);
    this.errorCode=XDMConstants.RESUME_FAILED;
    listener.downloadFailed(this.id);
    return;
  }
}
"
3667,saveState(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\hls\HlsDownloader.java,xdm,32,341,186,3,0.099,0.1393,0.428571429,12,7,"private void saveState(){
  if (chunks.size() < 0)   return;
  StringBuffer sb=new StringBuffer();
  sb.append(this.length + ""\n"");
  sb.append(downloaded + ""\n"");
  sb.append(((long)this.totalDuration) + ""\n"");
  sb.append(urlList.size() + ""\n"");
  for (int i=0; i < urlList.size(); i++) {
    String url=urlList.get(i);
    sb.append(url + ""\n"");
  }
  sb.append(chunks.size() + ""\n"");
  for (int i=0; i < chunks.size(); i++) {
    Segment seg=chunks.get(i);
    sb.append(seg.getId() + ""\n"");
    if (seg.isFinished()) {
      sb.append(seg.getLength() + ""\n"");
      sb.append(seg.getStartOffset() + ""\n"");
      sb.append(seg.getDownloaded() + ""\n"");
    }
 else {
      sb.append(""-1\n"");
      sb.append(seg.getStartOffset() + ""\n"");
      sb.append(seg.getDownloaded() + ""\n"");
    }
  }
  if (!StringUtils.isNullOrEmptyOrBlank(lastModified)) {
    sb.append(this.lastModified + ""\n"");
  }
  try {
    File tmp=new File(folder,System.currentTimeMillis() + "".tmp"");
    File out=new File(folder,""state.txt"");
    FileOutputStream fs=new FileOutputStream(tmp);
    fs.write(sb.toString().getBytes());
    fs.close();
    out.delete();
    tmp.renameTo(out);
  }
 catch (  Exception e) {
    Logger.log(e);
  }
}
"
3668,restoreState(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\hls\HlsDownloader.java,xdm,33,391,254,3,0.08,0.0906,0.5,18,8,"private boolean restoreState(){
  BufferedReader br=null;
  chunks=new ArrayList<Segment>();
  File file=new File(folder,""state.txt"");
  if (!file.exists()) {
    file=getBackupFile(folder);
    if (file == null) {
      return false;
    }
  }
  try {
    br=new BufferedReader(new FileReader(file));
    this.length=Long.parseLong(br.readLine());
    this.downloaded=Long.parseLong(br.readLine());
    this.totalDuration=Long.parseLong(br.readLine());
    int urlCount=Integer.parseInt(br.readLine());
    for (int i=0; i < urlCount; i++) {
      String url=br.readLine();
      urlList.add(url);
    }
    int chunkCount=Integer.parseInt(br.readLine());
    for (int i=0; i < chunkCount; i++) {
      String cid=br.readLine();
      long len=Long.parseLong(br.readLine());
      long off=Long.parseLong(br.readLine());
      long dwn=Long.parseLong(br.readLine());
      Segment seg=new SegmentImpl(folder,cid,off,len,dwn);
      seg.setTag(""HLS"");
      Logger.log(""id: "" + seg.getId() + ""\nlength: ""+ seg.getLength()+ ""\noffset: ""+ seg.getStartOffset()+ ""\ndownload: ""+ seg.getDownloaded());
      chunks.add(seg);
    }
    this.lastModified=br.readLine();
    return true;
  }
 catch (  Exception e) {
    Logger.log(""Failed to load saved state"");
    Logger.log(e);
  }
 finally {
    if (br != null) {
      try {
        br.close();
      }
 catch (      IOException e) {
      }
    }
  }
  return false;
}
"
3671,findExtension(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\hls\HlsDownloader.java,xdm,13,53,28,4,0.2308,0.1563,0.75,4,6,"private String findExtension(String urlStr){
  String newExtension=null;
  String fileName=XDMUtils.getFileName(urlStr);
  if (!StringUtils.isNullOrEmptyOrBlank(fileName)) {
    String ext=XDMUtils.getExtension(fileName);
    if ((!StringUtils.isNullOrEmptyOrBlank(ext)) && ext.length() > 1) {
      if (!ext.toLowerCase().contains(""ts"")) {
        newExtension=ext;
        if (newExtension.contains(""m4s"")) {
          Logger.log(""HLS extension: MP4"");
          newExtension="".mp4"";
        }
      }
    }
  }
  return newExtension;
}
"
3672,assemble(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\hls\HlsDownloader.java,xdm,25,264,228,6,0.0821,0.0513,0.555555556,12,6,"private void assemble() throws IOException {
  StringBuffer sb=new StringBuffer();
  for (  Segment s : chunks) {
    sb.append(""file '"" + new File(folder,s.getId()) + ""'\r\n"");
  }
  OutputStream outFile=null;
  File hlsFile=new File(folder,id + ""-hls.txt"");
  try {
    outFile=new FileOutputStream(hlsFile);
    outFile.write(sb.toString().getBytes());
    outFile.close();
  }
 catch (  Exception e) {
    try {
      outFile.close();
    }
 catch (    Exception e2) {
    }
  }
  this.converting=true;
  List<String> inputFiles=new ArrayList<String>();
  inputFiles.add(hlsFile.getAbsolutePath());
  this.ffmpeg=new FFmpeg(inputFiles,new File(getOutputFolder(),getOutputFileName(true)).getAbsolutePath(),this,MediaFormats.getSupportedFormats()[outputFormat],outputFormat == 0);
  ffmpeg.setHls(true);
  ffmpeg.setHLSDuration(totalDuration);
  int ret=ffmpeg.convert();
  Logger.log(""FFmpeg exit code: "" + ret);
  if (ret != 0) {
    throw new IOException(""FFmpeg failed"");
  }
 else {
    long length=new File(getOutputFolder(),getOutputFileName(false)).length();
    if (length > 0) {
      this.length=length;
    }
  }
}
"
3673,progress(int),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\hls\HlsDownloader.java,xdm,7,18,15,5,0.2143,0.1111,0,3,2,"@Override public void progress(int progress){
  this.convertPrg=progress;
  long now=System.currentTimeMillis();
  if (now - lastUpdated > 1000) {
    updateStatus();
    lastUpdated=now;
  }
}
"
3674,"HttpChannel(Segment,String,HeaderCollection,long,boolean)",D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\http\HttpChannel.java,xdm,7,20,19,6,0.1587,0.0238,0,9,1,"public HttpChannel(Segment chunk,String url,HeaderCollection headers,long totalLength,boolean javaClientRequired){
  super(chunk);
  this.url=url;
  this.headers=headers;
  this.totalLength=totalLength;
  this.javaClientRequired=javaClientRequired;
}
"
3675,connectImpl(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\http\HttpChannel.java,xdm,128,7400,6672,13,0.0382,0.0422,0.416666667,22,51,"@Override protected boolean connectImpl(){
  int sleepInterval=0;
  boolean isRedirect=false;
  if (stop) {
    closeImpl();
    return false;
  }
  if (!""HLS"".equals(chunk.getTag())) {
    if (chunk.getLength() < 0 && chunk.getDownloaded() > 0) {
      errorCode=XDMConstants.ERR_NO_RESUME;
      closeImpl();
      Logger.log(""server does not support resuming"");
      return false;
    }
    try {
      chunk.reopenStream();
    }
 catch (    IOException e) {
      Logger.log(e);
      closeImpl();
      errorCode=XDMConstants.ERR_NO_RESUME;
      return false;
    }
  }
 else {
    try {
      chunk.reopenStream();
      chunk.resetStream();
      chunk.setDownloaded(0);
    }
 catch (    IOException e) {
      Logger.log(""Stream rest failed"");
      Logger.log(e);
    }
  }
  while (!stop) {
    isRedirect=false;
    try {
      Logger.log(""Connecting to: "" + url + "" ""+ chunk.getTag());
      WebProxy wp=ProxyResolver.resolve(url);
      if (wp != null) {
        javaClientRequired=true;
      }
      if (javaClientRequired) {
        hc=new JavaHttpClient(url);
      }
 else {
        hc=new XDMHttpClient(url);
      }
      if (headers != null) {
        Iterator<HttpHeader> headerIt=headers.getAll();
        while (headerIt.hasNext()) {
          HttpHeader header=headerIt.next();
          hc.setHeader(header.getName(),header.getValue());
        }
      }
      long length=chunk.getLength();
      long startOff=chunk.getStartOffset() + chunk.getDownloaded();
      long endOff=startOff + length - chunk.getDownloaded();
      long expectedLength=endOff - startOff;
      if (length > 0 && expectedLength > 0) {
        Logger.log(chunk + "" requesting:- "" + ""Range:""+ ""bytes=""+ startOff+ ""-""+ (endOff - 1));
        hc.setHeader(""Range"",""bytes="" + startOff + ""-""+ (endOff - 1));
      }
 else {
        hc.setHeader(""Range"",""bytes=0-"");
      }
      hc.connect();
      if (stop) {
        closeImpl();
        return false;
      }
      int code=hc.getStatusCode();
      Logger.log(chunk + "": "" + code);
      if (code >= 300 && code < 400) {
        closeImpl();
        if (totalLength > 0) {
          errorCode=XDMConstants.ERR_INVALID_RESP;
          Logger.log(chunk + "" Redirecting twice"");
          return false;
        }
 else {
          url=hc.getResponseHeader(""location"");
          Logger.log(chunk + "" location: "" + url);
          if (!url.startsWith(""http"")) {
            if (!url.startsWith(""/"")) {
              url=""/"" + url;
            }
            url=""http://"" + hc.getHost() + url;
          }
          url=url.replace("" "",""%20"");
          isRedirect=true;
          redirected=true;
          redirectUrl=url;
          throw new Exception(""Redirecting to: "" + url);
        }
      }
      if (code != 200 && code != 206 && code != 416 && code != 413 && code != 401 && code != 408 && code != 407 && code != 503) {
        errorCode=XDMConstants.ERR_INVALID_RESP;
        closeImpl();
        return false;
      }
      if (code == 407 || code == 401) {
        if (javaClientRequired) {
          Logger.log(""asking for password"");
          boolean proxy=code == 407;
          if (!chunk.promptCredential(hc.getHost(),proxy)) {
            errorCode=XDMConstants.ERR_INVALID_RESP;
            closeImpl();
            return false;
          }
        }
        throw new JavaClientRequiredException();
      }
      if (""T1"".equals(chunk.getTag()) || ""T2"".equals(chunk.getTag())) {
        if (""text/plain"".equals(hc.getResponseHeader(""content-type""))) {
          ByteArrayOutputStream bout=new ByteArrayOutputStream();
          InputStream inStr=hc.getInputStream();
          System.out.println(inStr);
          long len=hc.getContentLength();
          int read=0;
          System.out.println(""reading url of length: "" + len);
          while (true) {
            if (len > 0 && read == len)             break;
            int x=inStr.read();
            if (x == -1) {
              if (len > 0) {
                throw new IOException(""Unable to read url: unexpected EOF"");
              }
 else {
                break;
              }
            }
            read++;
            System.out.print((char)x);
            bout.write(x);
          }
          byte[] buf=bout.toByteArray();
          url=new String(buf,Charset.forName(""ASCII""));
          isRedirect=true;
          throw new Exception(""Youtube text redirect to: "" + url);
        }
      }
      if (((chunk.getDownloaded() + chunk.getStartOffset()) > 0) && code != 206) {
        closeImpl();
        errorCode=XDMConstants.ERR_NO_RESUME;
        return false;
      }
      if (""HLS"".equals(chunk.getTag())) {
        firstLength=-1;
      }
 else {
        firstLength=hc.getContentLength();
      }
      if (length > 0) {
        if (firstLength != expectedLength) {
          Logger.log(chunk + "" length mismatch: expected: "" + expectedLength+ "" got: ""+ firstLength);
          errorCode=XDMConstants.ERR_NO_RESUME;
          closeImpl();
          return false;
        }
      }
      if (hc.getContentLength() > 0 && XDMUtils.getFreeSpace(null) < hc.getContentLength()) {
        Logger.log(""Disk is full"");
        errorCode=XDMConstants.DISK_FAIURE;
        closeImpl();
        return false;
      }
      in=hc.getInputStream();
      Logger.log(""Connection success"");
      return true;
    }
 catch (    JavaClientRequiredException e) {
      Logger.log(""java client required"");
      javaClientRequired=true;
      sleepInterval=0;
    }
catch (    Exception e) {
      Logger.log(chunk);
      Logger.log(e);
      if (isRedirect) {
        closeImpl();
        continue;
      }
      sleepInterval=5000;
    }
    closeImpl();
    try {
      Thread.sleep(sleepInterval);
    }
 catch (    Exception e) {
    }
  }
  Logger.log(""return as "" + errorCode);
  return false;
}
"
3689,chunkConfirmed(Segment),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\http\HttpDownloader.java,xdm,27,253,155,3,0.1282,0.128,0.545454545,10,10,"@Override protected void chunkConfirmed(Segment c){
  HttpChannel hc=(HttpChannel)c.getChannel();
  this.isJavaClientRequired=hc.isJavaClientRequired();
  super.getLastModifiedDate(c);
  if (hc.isRedirected()) {
    metadata.setUrl(hc.getRedirectUrl());
    metadata.save();
    if (outputFormat == 0) {
      newFileName=XDMUtils.getFileName(metadata.getUrl());
      Logger.log(""set new filename: "" + newFileName);
      Logger.log(""new file name: "" + newFileName);
    }
  }
  String contentDispositionHeader=hc.getHeader(""content-disposition"");
  if (contentDispositionHeader != null) {
    if (outputFormat == 0) {
      String name=NetUtils.getNameFromContentDisposition(contentDispositionHeader);
      if (name != null) {
        this.newFileName=name;
        Logger.log(""set new filename: "" + newFileName);
      }
    }
  }
  if ((hc.getHeader(""content-type"") + """").contains(""/html"")) {
    if (this.newFileName != null) {
      String upperStr=this.newFileName.toUpperCase();
      if (!(upperStr.endsWith("".HTML"") || upperStr.endsWith("".HTM""))) {
        outputFormat=0;
        this.newFileName+="".html"";
        Logger.log(""set new filename: "" + newFileName);
      }
    }
  }
  Logger.log(""new filename: "" + newFileName);
}
"
3691,derive(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\metadata\DashMetadata.java,xdm,11,27,0,4,0.4545,0.4074,0.4,1,1,"@Override public HttpMetadata derive(){
  Logger.log(""derive dash metadata"");
  DashMetadata md=new DashMetadata();
  md.setHeaders(this.getHeaders());
  md.setHeaders2(this.getHeaders2());
  md.setUrl(this.getUrl());
  md.setUrl2(this.getUrl2());
  md.setLen1(this.getLen1());
  md.setLen2(this.getLen2());
  return md;
}
"
3706,derive(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\metadata\HdsMetadata.java,xdm,8,18,8,4,0.2813,0.2099,0.4,1,1,"@Override public HttpMetadata derive(){
  Logger.log(""derive hds metadata"");
  HdsMetadata md=new HdsMetadata();
  md.setHeaders(this.getHeaders());
  md.setUrl(this.getUrl());
  md.setBitRate(bitRate);
  return md;
}
"
3712,derive(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\metadata\HlsMetadata.java,xdm,7,15,9,4,0.3333,0.2,0.4,1,1,"@Override public HttpMetadata derive(){
  Logger.log(""derive hls metadata"");
  HlsMetadata md=new HlsMetadata();
  md.setHeaders(this.getHeaders());
  md.setUrl(this.getUrl());
  return md;
}
"
3713,derive(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\metadata\HttpMetadata.java,xdm,8,18,8,4,0.3333,0.2593,1,1,1,"public HttpMetadata derive(){
  Logger.log(""derive normal metadata"");
  HttpMetadata md=new HttpMetadata();
  md.setHeaders(this.getHeaders());
  md.setUrl(this.getUrl());
  md.setSize(getSize());
  return md;
}
"
3722,load(String),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\metadata\HttpMetadata.java,xdm,63,1477,1001,3,0.0645,0.1009,0.5,16,25,"public static HttpMetadata load(String id){
  Logger.log(""loading metadata: "" + id);
  BufferedReader br=null;
  HttpMetadata metadata=null;
  int type;
  try {
    br=new BufferedReader(new FileReader(new File(Config.getInstance().getMetadataFolder(),id)));
    String ln=br.readLine();
    if (ln == null) {
      Logger.log(""invalid metadata, file is empty"");
      return null;
    }
    int index=ln.indexOf("":"");
    if (index < 0) {
      Logger.log(""invalid metadata file starting with: "" + ln);
      return null;
    }
    String key=ln.substring(0,index).trim().toLowerCase();
    String val=ln.substring(index + 1).trim();
    if (key.equals(""type"")) {
      type=Integer.parseInt(val);
      if (type == XDMConstants.HTTP) {
        metadata=new HttpMetadata(id);
      }
 else       if (type == XDMConstants.HLS) {
        metadata=new HlsMetadata(id);
      }
 else       if (type == XDMConstants.HDS) {
        metadata=new HdsMetadata(id);
      }
 else       if (type == XDMConstants.DASH) {
        metadata=new DashMetadata(id);
      }
    }
 else {
      Logger.log(""invalid metadata file starting with: "" + ln);
      return null;
    }
    while (true) {
      ln=br.readLine();
      if (ln == null)       break;
      index=ln.indexOf("":"");
      if (index < 0)       continue;
      key=ln.substring(0,index).trim().toLowerCase();
      val=ln.substring(index + 1).trim();
      if (key.equals(""url"")) {
        metadata.setUrl(val);
      }
      if (key.equals(""size"")) {
        metadata.setSize(Long.parseLong(val));
      }
      if (key.equals(""header"")) {
        int index2=val.indexOf("":"");
        if (index2 < 0) {
          continue;
        }
        String key1=val.substring(0,index2).trim();
        String val1=val.substring(index2 + 1).trim();
        metadata.headers.addHeader(key1,val1);
      }
      if (key.equals(""header2"")) {
        int index2=val.indexOf("":"");
        if (index2 < 0) {
          continue;
        }
        String key1=val.substring(0,index2).trim();
        String val1=val.substring(index2 + 1).trim();
        ((DashMetadata)metadata).getHeaders2().addHeader(key1,val1);
      }
      if (key.equals(""url2"")) {
        ((DashMetadata)metadata).setUrl2(val);
      }
      if (key.equals(""len1"")) {
        ((DashMetadata)metadata).setLen1(Long.parseLong(val));
      }
      if (key.equals(""len2"")) {
        ((DashMetadata)metadata).setLen2(Long.parseLong(val));
      }
      if (key.equals(""bitrate"")) {
        ((HdsMetadata)metadata).setBitRate(Integer.parseInt(val));
      }
      if (key.equals(""ydlurl"")) {
        Logger.log(""ydurl: "" + val);
        metadata.ydlUrl=val;
      }
    }
    br.close();
  }
 catch (  Exception e) {
    Logger.log(e);
  }
 finally {
    if (br != null) {
      try {
        br.close();
      }
 catch (      Exception ex) {
      }
    }
  }
  return metadata;
}
"
3723,save(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\downloaders\metadata\HttpMetadata.java,xdm,38,594,485,5,0.0748,0.0757,0.583333333,10,13,"public void save(){
  FileOutputStream fw=null;
  try {
    StringBuilder sb=new StringBuilder();
    if (url == null)     throw new NullPointerException(""url is null"");
    sb.append(""type: "" + getType() + ""\n"");
    sb.append(""url: "" + url + ""\n"");
    sb.append(""size: "" + size + ""\n"");
    if (headers != null) {
      Iterator<HttpHeader> headerIterator=headers.getAll();
      while (headerIterator.hasNext()) {
        HttpHeader header=headerIterator.next();
        sb.append(""header: "" + header.getName() + "":""+ header.getValue()+ ""\n"");
      }
    }
    if (getType() == XDMConstants.HDS) {
      sb.append(""bitrate: "" + ((HdsMetadata)this).getBitRate() + ""\n"");
    }
    if (getType() == XDMConstants.DASH) {
      sb.append(""url2: "" + ((DashMetadata)this).getUrl2() + ""\n"");
      sb.append(""len1: "" + ((DashMetadata)this).getLen1() + ""\n"");
      sb.append(""len2: "" + ((DashMetadata)this).getLen2() + ""\n"");
      if (((DashMetadata)this).getHeaders2() != null) {
        Iterator<HttpHeader> headerIterator=((DashMetadata)this).getHeaders2().getAll();
        while (headerIterator.hasNext()) {
          HttpHeader header=headerIterator.next();
          sb.append(""header2: "" + header.getName() + "":""+ header.getValue()+ ""\n"");
        }
      }
    }
    if (!StringUtils.isNullOrEmptyOrBlank(ydlUrl)) {
      sb.append(""ydlUrl: "" + ydlUrl);
    }
    File metadataFolder=new File(Config.getInstance().getMetadataFolder());
    if (!metadataFolder.exists()) {
      metadataFolder.mkdirs();
    }
    File file=new File(metadataFolder,id);
    fw=new FileOutputStream(file);
    fw.write(sb.toString().getBytes());
    fw.close();
  }
 catch (  Exception e) {
    Logger.log(e);
    if (fw != null) {
      try {
        fw.close();
      }
 catch (      Exception ex) {
      }
    }
  }
}
"
3728,ChunkedInputStream(InputStream),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\ChunkedInputStream.java,xdm,7,20,19,6,0.1667,0.05,0,5,2,"/** 
 * Wraps session input stream and reads chunk coded input.
 * @param inThe session input buffer
 */
public ChunkedInputStream(final InputStream in){
  super();
  if (in == null) {
    throw new IllegalArgumentException(""Session input buffer may not be null"");
  }
  this.in=in;
  this.pos=0;
  this.buffer=new StringBuffer(16);
  this.state=CHUNK_LEN;
}
"
3729,read(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\ChunkedInputStream.java,xdm,14,80,69,7,0.1349,0.0569,0,1,1,"/** 
 * Read some bytes from the stream.
 * @param bThe byte array that will hold the contents from the stream.
 * @return The number of bytes returned or -1 if the end of stream has been
 * reached.
 * @throws IOExceptionin case of an I/O error
 */
public int read(byte[] b) throws IOException {
  return read(b,0,b.length);
}
"
3732,nextChunk(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\ChunkedInputStream.java,xdm,10,42,39,8,0.14,0.0769,0,0,3,"/** 
 * Read the next chunk.
 * @throws IOExceptionin case of an I/O error
 */
private void nextChunk() throws IOException {
  chunkSize=getChunkSize();
  if (chunkSize < 0) {
    throw new IllegalArgumentException(""Negative chunk size"");
  }
  state=CHUNK_DATA;
  pos=0;
  if (chunkSize == 0) {
    eof=true;
    parseTrailerHeaders();
  }
}
"
3734,parseTrailerHeaders(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\ChunkedInputStream.java,xdm,6,11,7,3,0.3333,0.1429,0,2,4,"/** 
 * Reads and stores the Trailer headers.
 * @throws IOExceptionin case of an I/O error
 */
private void parseTrailerHeaders() throws IOException {
  while (true) {
    StringBuffer buf=new StringBuffer();
    int i=readLine(in,buf);
    if (i == -1)     break;
    if (buf.length() < 1) {
      break;
    }
  }
}
"
3735,close(),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\ChunkedInputStream.java,xdm,9,31,26,5,0.2593,0.1061,0,1,4,"/** 
 * Upon close, this reads the remainder of the chunked message, leaving the
 * underlying socket at a position to start reading the next response
 * without scanning.
 * @throws IOExceptionin case of an I/O error
 */
public void close() throws IOException {
  if (!closed) {
    try {
      if (!eof) {
        byte buffer[]=new byte[BUFFER_SIZE];
        while (read(buffer) >= 0) {
        }
      }
    }
  finally {
      eof=true;
      closed=true;
    }
  }
}
"
3736,"readLine(InputStream,StringBuffer)",D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\ChunkedInputStream.java,xdm,12,43,20,3,0.2917,0.2026,0,4,8,"public static final int readLine(InputStream in,StringBuffer buf) throws IOException {
  boolean gotCR=false;
  while (true) {
    int x=in.read();
    if (x == -1)     return (buf.length() > 0 ? buf.length() : -1);
    if (x == '\n') {
      if (gotCR) {
        return buf.length();
      }
    }
    if (x == '\r') {
      gotCR=true;
    }
 else {
      gotCR=false;
    }
    if (x != '\r')     buf.append((char)x);
  }
}
"
3748,loadFromStream(InputStream),D:\temp\case study\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman-code-191a918b3ffef3cf9a4b0ea8599ea7ccffe9323a\xdman\network\http\HeaderCollection.java,xdm,10,29,13,3,0.2111,0.1205,1,6,4,"public void loadFromStream(InputStream inStream) throws IOException {
  while (true) {
    String ln=NetUtils.readLine(inStream);
    if (ln.length() < 1)     break;
    int index=ln.indexOf("":"");
    if (index > 0) {
      String key=ln.substring(0,index).trim();
      String value=ln.substring(index + 1).trim();
      HttpHeader header=new HttpHeader(key,value);
      headers.add(header);
    }
  }
}
"
